Year,School ID,School Name,Network,Governance,School Type,Community Area,Unit,School,Total,PE,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
2018-2019,610369.0,Mahalia Jackson Elementary School,,,,,,,383.0,20.0,21.0,28.0,37.0,37.0,54.0,49.0,46.0,35.0,27.0,29.0,0.0,0.0,0.0,0.0
2018-2019,610362.0,Medgar Evers Elementary School,,,,,,,282.0,7.0,27.0,30.0,21.0,15.0,28.0,29.0,25.0,36.0,33.0,31.0,0.0,0.0,0.0,0.0
2018-2019,610300.0,Oliver S Westcott Elementary School,,,,,,,400.0,14.0,33.0,48.0,53.0,45.0,45.0,46.0,32.0,39.0,20.0,25.0,0.0,0.0,0.0,0.0
2018-2019,609997.0,Oliver Wendell Holmes Elementary School,,,,,,,137.0,11.0,22.0,12.0,10.0,11.0,16.0,10.0,10.0,15.0,9.0,11.0,0.0,0.0,0.0,0.0
2018-2019,610003.0,Paul Cuffe Math-Science Technology Academy ES,,,,,,,304.0,8.0,32.0,22.0,23.0,30.0,20.0,27.0,35.0,38.0,37.0,32.0,0.0,0.0,0.0,0.0
2018-2019,609791.0,Perkins Bass Elementary School,,,,,,,461.0,14.0,30.0,39.0,51.0,46.0,63.0,50.0,42.0,52.0,40.0,34.0,0.0,0.0,0.0,0.0
2018-2019,610102.0,Richard J Oglesby Elementary School,,,,,,,483.0,13.0,21.0,42.0,57.0,48.0,59.0,59.0,46.0,56.0,39.0,43.0,0.0,0.0,0.0,0.0
2018-2019,609929.0,Robert Fulton Elementary School,,,,,,,371.0,23.0,24.0,33.0,24.0,39.0,47.0,41.0,34.0,39.0,38.0,29.0,0.0,0.0,0.0,0.0
2018-2019,609805.0,Scott Joplin Elementary School,,,,,,,431.0,4.0,30.0,35.0,49.0,38.0,54.0,44.0,44.0,41.0,41.0,51.0,0.0,0.0,0.0,0.0
2018-2019,610521.0,Sir Miles Davis Magnet Elementary Academy,,,,,,,238.0,0.0,0.0,24.0,17.0,25.0,32.0,27.0,35.0,26.0,22.0,30.0,0.0,0.0,0.0,0.0
2018-2019,609895.0,Turner-Drew Elementary Language Academy,,,,,,,212.0,0.0,0.0,11.0,22.0,26.0,27.0,25.0,23.0,24.0,27.0,27.0,0.0,0.0,0.0,0.0
2018-2019,610032.0,Wendell E Green Elementary School,,,,,,,337.0,4.0,17.0,27.0,37.0,33.0,35.0,50.0,42.0,26.0,35.0,31.0,0.0,0.0,0.0,0.0
2018-2019,610153.0,William H Ryder Math & Science Specialty ES,,,,,,,403.0,14.0,32.0,42.0,24.0,30.0,30.0,30.0,58.0,44.0,59.0,40.0,0.0,0.0,0.0,0.0
2018-2019,610281.0,Adam Clayton Powell Paideia Community Academy ES,,,,,,,529.0,0.0,0.0,52.0,70.0,61.0,57.0,57.0,59.0,58.0,58.0,57.0,0.0,0.0,0.0,0.0
2018-2019,610316.0,Amelia Earhart Options for Knowledge ES,,,,,,,222.0,0.0,0.0,22.0,23.0,26.0,15.0,27.0,24.0,27.0,28.0,30.0,0.0,0.0,0.0,0.0
2018-2019,610171.0,Arnold Mireles Elementary Academy,,,,,,,450.0,0.0,13.0,41.0,44.0,45.0,39.0,50.0,54.0,44.0,65.0,55.0,0.0,0.0,0.0,0.0
2018-2019,609887.0,Arthur Dixon Elementary School,,,,,,,562.0,0.0,20.0,32.0,52.0,37.0,57.0,55.0,50.0,72.0,95.0,92.0,0.0,0.0,0.0,0.0
2018-2019,610268.0,Arthur R Ashe Elementary School,,,,,,,312.0,0.0,17.0,39.0,32.0,35.0,36.0,34.0,32.0,28.0,25.0,34.0,0.0,0.0,0.0,0.0
2018-2019,609827.0,Burnside Elementary Scholastic Academy,,,,,,,413.0,3.0,16.0,33.0,44.0,42.0,37.0,48.0,40.0,53.0,44.0,53.0,0.0,0.0,0.0,0.0
2018-2019,609813.0,Charles S Brownell Elementary School,,,,,,,183.0,1.0,18.0,24.0,23.0,26.0,23.0,26.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,609815.0,Edward A Bouchet Math & Science Academy ES,,,,,,,616.0,1.0,36.0,54.0,72.0,71.0,59.0,64.0,74.0,60.0,66.0,59.0,0.0,0.0,0.0,0.0
2018-2019,609862.0,Edward Coles Elementary Language Academy,,,,,,,388.0,8.0,20.0,31.0,39.0,34.0,46.0,38.0,49.0,41.0,42.0,40.0,0.0,0.0,0.0,0.0
2018-2019,610124.0,Harold Washington Elementary School,,,,,,,316.0,1.0,17.0,27.0,35.0,43.0,47.0,28.0,30.0,37.0,24.0,27.0,0.0,0.0,0.0,0.0
2018-2019,610279.0,Henry O Tanner Elementary School,,,,,,,316.0,8.0,24.0,31.0,27.0,20.0,47.0,31.0,24.0,43.0,39.0,22.0,0.0,0.0,0.0,0.0
2018-2019,610052.0,Horace Mann Elementary School,,,,,,,333.0,1.0,18.0,27.0,42.0,28.0,36.0,49.0,26.0,43.0,35.0,28.0,0.0,0.0,0.0,0.0
2018-2019,610066.0,James E McDade Elementary Classical School,,,,,,,192.0,0.0,0.0,24.0,26.0,27.0,28.0,30.0,30.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,610047.0,James Madison Elementary School,,,,,,,202.0,1.0,16.0,14.0,18.0,20.0,22.0,22.0,25.0,25.0,21.0,18.0,0.0,0.0,0.0,0.0
2018-2019,610200.0,James N Thorp Elementary School,,,,,,,309.0,10.0,24.0,36.0,22.0,28.0,45.0,27.0,28.0,27.0,24.0,38.0,0.0,0.0,0.0,0.0
2018-2019,610093.0,Jane A Neil Elementary School,,,,,,,291.0,0.0,20.0,26.0,23.0,27.0,38.0,29.0,28.0,36.0,40.0,24.0,0.0,0.0,0.0,0.0
2018-2019,610130.0,John T Pirie Fine Arts & Academic Center ES,,,,,,,233.0,1.0,18.0,23.0,31.0,27.0,29.0,27.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,610218.0,Joseph Warren Elementary School,,,,,,,214.0,6.0,14.0,20.0,20.0,18.0,28.0,21.0,17.0,19.0,23.0,28.0,0.0,0.0,0.0,0.0
2018-2019,610152.0,Martha Ruggles Elementary School,,,,,,,413.0,0.0,33.0,47.0,33.0,42.0,49.0,44.0,43.0,48.0,40.0,34.0,0.0,0.0,0.0,0.0
2018-2019,609961.0,Ninos Heroes Elementary Academic Center,,,,,,,335.0,0.0,14.0,30.0,40.0,28.0,39.0,36.0,32.0,48.0,39.0,29.0,0.0,0.0,0.0,0.0
2018-2019,610115.0,Park Manor Elementary School,,,,,,,240.0,3.0,16.0,24.0,27.0,19.0,29.0,28.0,28.0,17.0,29.0,20.0,0.0,0.0,0.0,0.0
2018-2019,610116.0,Parkside Elementary Community Academy,,,,,,,273.0,7.0,28.0,32.0,27.0,23.0,30.0,34.0,23.0,28.0,18.0,23.0,0.0,0.0,0.0,0.0
2018-2019,610146.0,Paul Revere Elementary School,,,,,,,242.0,4.0,14.0,24.0,28.0,33.0,24.0,29.0,22.0,25.0,20.0,19.0,0.0,0.0,0.0,0.0
2018-2019,610350.0,Robert A Black Magnet Elementary School,,,,,,,424.0,0.0,0.0,36.0,44.0,44.0,47.0,47.0,53.0,58.0,49.0,46.0,0.0,0.0,0.0,0.0
2018-2019,610530.0,South Shore Fine Arts Academy,,,,,,,354.0,10.0,16.0,34.0,43.0,22.0,47.0,33.0,33.0,38.0,39.0,39.0,0.0,0.0,0.0,0.0
2018-2019,610178.0,Theophilus Schmid Elementary School,,,,,,,206.0,19.0,27.0,25.0,8.0,24.0,12.0,15.0,18.0,27.0,17.0,14.0,0.0,0.0,0.0,0.0
2018-2019,610002.0,Thomas Hoyne Elementary School,,,,,,,236.0,0.0,0.0,17.0,18.0,26.0,35.0,29.0,34.0,25.0,27.0,25.0,0.0,0.0,0.0,0.0
2018-2019,610193.0,William K New Sullivan Elementary School,,,,,,,519.0,14.0,29.0,41.0,46.0,49.0,57.0,63.0,57.0,53.0,61.0,49.0,0.0,0.0,0.0,0.0
2018-2019,609808.0,Alex Haley Elementary Academy,,,,,,,529.0,20.0,39.0,50.0,63.0,46.0,54.0,58.0,57.0,57.0,41.0,44.0,0.0,0.0,0.0,0.0
2018-2019,609821.0,Burnham Elementary Inclusive Academy,,,,,,,526.0,1.0,18.0,61.0,54.0,48.0,80.0,59.0,63.0,45.0,46.0,51.0,0.0,0.0,0.0,0.0
2018-2019,610004.0,Countee Cullen Elementary School,,,,,,,201.0,0.0,0.0,19.0,26.0,29.0,26.0,19.0,23.0,25.0,17.0,17.0,0.0,0.0,0.0,0.0
2018-2019,610198.0,Douglas Taylor Elementary School,,,,,,,417.0,1.0,35.0,37.0,29.0,39.0,53.0,50.0,45.0,42.0,45.0,41.0,0.0,0.0,0.0,0.0
2018-2019,610188.0,Dunne Technology Academy,,,,,,,201.0,0.0,19.0,18.0,16.0,24.0,26.0,19.0,15.0,23.0,22.0,19.0,0.0,0.0,0.0,0.0
2018-2019,610132.0,Edgar Allan Poe Elementary Classical School,,,,,,,196.0,0.0,0.0,19.0,29.0,28.0,28.0,31.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,610315.0,Edward White Elementary Career Academy,,,,,,,158.0,5.0,11.0,17.0,16.0,16.0,18.0,14.0,16.0,12.0,14.0,19.0,0.0,0.0,0.0,0.0
2018-2019,609917.0,Fernwood Elementary School,,,,,,,270.0,6.0,11.0,27.0,28.0,31.0,32.0,27.0,29.0,32.0,25.0,22.0,0.0,0.0,0.0,0.0
2018-2019,609800.0,Frank I Bennett Elementary School,,,,,,,308.0,7.0,26.0,29.0,22.0,32.0,34.0,34.0,24.0,41.0,29.0,30.0,0.0,0.0,0.0,0.0
2018-2019,610139.0,George M Pullman Elementary School,,,,,,,418.0,3.0,16.0,48.0,52.0,34.0,42.0,54.0,52.0,47.0,36.0,34.0,0.0,0.0,0.0,0.0
2018-2019,609845.0,George Washington Carver Primary School,,,,,,,413.0,27.0,37.0,38.0,31.0,57.0,42.0,40.0,46.0,29.0,38.0,28.0,0.0,0.0,0.0,0.0
2018-2019,610219.0,George Washington Elementary School,,,,,,,825.0,12.0,40.0,69.0,73.0,75.0,87.0,98.0,82.0,108.0,92.0,89.0,0.0,0.0,0.0,0.0
2018-2019,609856.0,Henry Clay Elementary School,,,,,,,592.0,13.0,34.0,49.0,57.0,55.0,63.0,63.0,58.0,69.0,56.0,75.0,0.0,0.0,0.0,0.0
2018-2019,609848.0,Ira F Aldridge Elementary School,,,,,,,186.0,8.0,11.0,19.0,15.0,18.0,23.0,23.0,15.0,19.0,23.0,12.0,0.0,0.0,0.0,0.0
2018-2019,609943.0,Jesse Owens Elementary Community Academy,,,,,,,344.0,9.0,20.0,37.0,42.0,34.0,50.0,29.0,34.0,34.0,25.0,30.0,0.0,0.0,0.0,0.0
2018-2019,610176.0,John D Shoop Math-Science Technical Academy ES,,,,,,,434.0,1.0,19.0,39.0,43.0,38.0,57.0,46.0,50.0,50.0,37.0,54.0,0.0,0.0,0.0,0.0
2018-2019,610054.0,John L Marsh Elementary School,,,,,,,748.0,13.0,36.0,65.0,66.0,72.0,66.0,94.0,84.0,86.0,82.0,84.0,0.0,0.0,0.0,0.0
2018-2019,610225.0,John Whistler Elementary School,,,,,,,359.0,19.0,19.0,37.0,38.0,42.0,32.0,35.0,33.0,43.0,37.0,24.0,0.0,0.0,0.0,0.0
2018-2019,610199.0,Johnnie Colemon Elementary Academy,,,,,,,249.0,10.0,25.0,27.0,21.0,21.0,18.0,27.0,27.0,24.0,28.0,21.0,0.0,0.0,0.0,0.0
2018-2019,610368.0,Langston Hughes Elementary School,,,,,,,471.0,47.0,52.0,43.0,42.0,44.0,52.0,47.0,32.0,34.0,32.0,46.0,0.0,0.0,0.0,0.0
2018-2019,610128.0,Marcus Moziah Garvey Elementary School,,,,,,,286.0,12.0,23.0,30.0,28.0,36.0,21.0,32.0,24.0,33.0,30.0,17.0,0.0,0.0,0.0,0.0
2018-2019,609935.0,Matthew Gallistel Elementary Language Academy,,,,,,,706.0,18.0,44.0,57.0,59.0,69.0,59.0,77.0,72.0,90.0,79.0,82.0,0.0,0.0,0.0,0.0
2018-2019,610208.0,Mildred I Lavizzo Elementary School,,,,,,,359.0,8.0,12.0,36.0,31.0,37.0,32.0,38.0,43.0,45.0,43.0,34.0,0.0,0.0,0.0,0.0
2018-2019,610086.0,Mount Vernon Elementary School,,,,,,,246.0,0.0,19.0,20.0,25.0,25.0,24.0,21.0,31.0,23.0,23.0,35.0,0.0,0.0,0.0,0.0
2018-2019,609811.0,Orville T Bright Elementary School,,,,,,,297.0,10.0,17.0,27.0,33.0,30.0,43.0,29.0,26.0,31.0,27.0,24.0,0.0,0.0,0.0,0.0
2018-2019,609902.0,Ralph H Metcalfe Elementary Community Academy,,,,,,,357.0,1.0,34.0,32.0,32.0,36.0,40.0,39.0,36.0,34.0,38.0,35.0,0.0,0.0,0.0,0.0
2018-2019,610091.0,Ronald Brown Elementary Community Academy,,,,,,,355.0,6.0,28.0,33.0,38.0,29.0,47.0,37.0,42.0,32.0,41.0,22.0,0.0,0.0,0.0,0.0
2018-2019,610586.0,Southeast Area Elementary School,,,,,,,594.0,4.0,42.0,64.0,62.0,73.0,39.0,54.0,68.0,57.0,68.0,63.0,0.0,0.0,0.0,0.0
2018-2019,610295.0,Thomas J Higgins Elementary Community Academy,,,,,,,269.0,10.0,20.0,24.0,29.0,23.0,32.0,29.0,25.0,29.0,18.0,30.0,0.0,0.0,0.0,0.0
2018-2019,609978.0,Wendell Smith Elementary School,,,,,,,334.0,2.0,17.0,29.0,35.0,30.0,42.0,51.0,25.0,41.0,29.0,33.0,0.0,0.0,0.0,0.0
2018-2019,610364.0,William E B Dubois Elementary School,,,,,,,213.0,3.0,15.0,17.0,21.0,30.0,22.0,19.0,23.0,14.0,27.0,22.0,0.0,0.0,0.0,0.0
2018-2019,609720.0,Albert G Lane Technical High School,,,,,,,4520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,120.0,1122.0,1140.0,919.0,1105.0
2018-2019,609729.0,Carl Schurz High School,,,,,,,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,486.0,362.0,310.0
2018-2019,609732.0,Charles P Steinmetz College Preparatory HS,,,,,,,1233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,319.0,299.0,229.0
2018-2019,610564.0,Disney II Magnet High School,,,,,,,717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,106.0,137.0,144.0,124.0,97.0
2018-2019,610515.0,Disney II Magnet School,,,,,,,442.0,14.0,45.0,51.0,55.0,54.0,56.0,56.0,54.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,609708.0,Edwin G. Foreman College and Career Academy,,,,,,,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,202.0,207.0,180.0
2018-2019,609737.0,Friedrich W von Steuben Metropolitan Science HS,,,,,,,1773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,422.0,469.0,409.0
2018-2019,609766.0,Jacqueline B Vaughn Occupational High School,,,,,,,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,28.0,157.0
2018-2019,609716.0,Kelvyn Park High School,,,,,,,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,75.0,85.0,72.0,66.0,54.0
2018-2019,609719.0,Lake View High School,,,,,,,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,374.0,352.0,303.0
2018-2019,609730.0,Nicholas Senn High School,,,,,,,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,460.0,329.0,288.0
2018-2019,609744.0,Northside Learning Center High School,,,,,,,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,61.0,23.0,107.0
2018-2019,609769.0,Ray Graham Training Center High School,,,,,,,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,106.0
2018-2019,609733.0,Roger C Sullivan High School,,,,,,,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,180.0,180.0,176.0
2018-2019,609724.0,Stephen T Mather High School,,,,,,,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,337.0,347.0,351.0
2018-2019,609728.0,Theodore Roosevelt High School,,,,,,,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,234.0,249.0,253.0,186.0
2018-2019,610394.0,Uplift Community High School,,,,,,,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,47.0,65.0
2018-2019,609734.0,William Howard Taft High School,,,,,,,3432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,142.0,899.0,840.0,731.0,731.0
2018-2019,610334.0,Al Raby High School,,,,,,,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,82.0,104.0
2018-2019,610518.0,Austin College and Career Academy High School,,,,,,,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,63.0,50.0,39.0
2018-2019,609679.0,Charles Allen Prosser Career Academy High School,,,,,,,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,387.0,328.0,321.0
2018-2019,610245.0,Frederick A Douglass Academy High School,,,,,,,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,15.0,21.0
2018-2019,609693.0,George Westinghouse College Prep,,,,,,,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,327.0,286.0,289.0
2018-2019,610383.0,Greater Lawndale High School For Social Justice,,,,,,,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,70.0,64.0,78.0
2018-2019,609694.0,John Hancock College Preparatory High School,,,,,,,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,290.0,233.0,214.0
2018-2019,609723.0,John Marshall Metropolitan High School,,,,,,,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,66.0,59.0,71.0
2018-2019,609722.0,Manley Career Academy High School,,,,,,,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,22.0,20.0
2018-2019,609756.0,Marie Sklodowska Curie Metropolitan High School,,,,,,,2913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,761.0,637.0,653.0
2018-2019,610244.0,Michele Clark Academic Prep Magnet High School,,,,,,,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,138.0,138.0,110.0
2018-2019,610385.0,Multicultural Academy of Scholarship,,,,,,,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,45.0,48.0,69.0
2018-2019,609691.0,North-Grand High School,,,,,,,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,251.0,217.0,246.0
2018-2019,610529.0,Ogden International High School,,,,,,,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,199.0,130.0,82.0
2018-2019,610561.0,Richard T Crane Medical Preparatory HS,,,,,,,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,67.0,127.0,126.0
2018-2019,609759.0,Roberto Clemente Community Academy High School,,,,,,,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,202.0,160.0,174.0
2018-2019,609750.0,Simpson Academy HS for Young Women,,,,,,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,12.0,4.0,7.0
2018-2019,609740.0,Wells Community Academy High School,,,,,,,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,126.0,88.0,59.0
2018-2019,610101.0,William B Ogden Elementary School,,,,,,,1343.0,1.0,19.0,169.0,151.0,150.0,160.0,147.0,141.0,132.0,131.0,142.0,0.0,0.0,0.0,0.0
2018-2019,610392.0,World Language Academy High School,,,,,,,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,92.0,99.0,68.0
2018-2019,610513.0,Air Force Academy High School,,,,,,,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,32.0,56.0,56.0
2018-2019,609748.0,Consuella B York Alternative HS,,,,,,,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,52.0,38.0,38.0
2018-2019,609704.0,David G Farragut Career Academy High School,,,,,,,668.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,149.0,176.0,176.0
2018-2019,609735.0,Edward Tilden Career Community Academy HS,,,,,,,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,51.0,56.0
2018-2019,609682.0,Ellen H Richards Career Academy High School,,,,,,,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,54.0,53.0,59.0
2018-2019,609709.0,Gage Park High School,,,,,,,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,118.0,71.0,54.0
2018-2019,609741.0,Gurdon S Hubbard High School,,,,,,,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,410.0,407.0,454.0
2018-2019,609768.0,Hope College Preparatory High School,,,,,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,10.0
2018-2019,609718.0,John F Kennedy High School,,,,,,,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,399.0,406.0,418.0
2018-2019,609725.0,Morgan Park High School,,,,,,,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,44.0,333.0,260.0,280.0,271.0
2018-2019,609783.0,Nancy B Jefferson Alternative HS,,,,,,,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,71.0,66.0,38.0,8.0
2018-2019,609762.0,Percy L Julian High School,,,,,,,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,89.0,128.0,134.0
2018-2019,610391.0,Robert Lindblom Math & Science Academy HS,,,,,,,1362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,118.0,250.0,272.0,278.0,301.0
2018-2019,610558.0,Sarah E. Goode STEM Academy,,,,,,,919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,243.0,230.0,207.0
2018-2019,610357.0,Spry Community Links High School,,,,,,,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,35.0,13.0
2018-2019,609715.0,Thomas Kelly High School,,,,,,,1918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,493.0,438.0,431.0
2018-2019,609698.0,William J Bogan High School,,,,,,,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,219.0,177.0,207.0
2018-2019,609711.0,William Rainey Harper High School,,,,,,,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,28.0,32.0
2018-2019,610323.0,Bowen High School,,,,,,,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,77.0,64.0,71.0
2018-2019,610381.0,Bronzeville Scholastic Academy High School,,,,,,,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,62.0,46.0,90.0
2018-2019,609754.0,Chicago Military Academy High School,,,,,,,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,88.0,86.0,43.0
2018-2019,609674.0,Chicago Vocational Career Academy High School,,,,,,,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,209.0,163.0,227.0
2018-2019,609705.0,Christian Fenger Academy High School,,,,,,,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,59.0,59.0,44.0
2018-2019,610380.0,Daniel Hale Williams Prep School of Medicine,,,,,,,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,63.0,32.0,51.0
2018-2019,609751.0,Dr  Martin Luther King  Jr  College Prep HS,,,,,,,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,110.0,121.0,157.0
2018-2019,609712.0,Emil G Hirsch Metropolitan High School,,,,,,,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,29.0,22.0
2018-2019,609761.0,George H Corliss High School,,,,,,,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,74.0,63.0,81.0
2018-2019,609760.0,George Washington Carver Military Academy HS,,,,,,,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,123.0,132.0,96.0
2018-2019,609739.0,George Washington High School,,,,,,,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,377.0,329.0,356.0
2018-2019,609726.0,Gwendolyn Brooks College Preparatory Academy HS,,,,,,,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,59.0,238.0,179.0,230.0,222.0
2018-2019,609713.0,Hyde Park Academy High School,,,,,,,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,213.0,157.0,192.0
2018-2019,609710.0,John M Harlan Community Academy High School,,,,,,,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,91.0,87.0,67.0
2018-2019,609746.0,Kenwood Academy High School,,,,,,,1863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,141.0,430.0,381.0,402.0,362.0
2018-2019,609692.0,Neal F Simeon Career Academy High School,,,,,,,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,408.0,292.0,248.0
2018-2019,609676.0,Paul Laurence Dunbar Career Academy High School,,,,,,,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,85.0,81.0,84.0
