Year,Network,School_ID,School_Name,White_n,White_pct,Black_n,Black_pct,Asian_n,Asian_pct,NativeAmerican_n,NativeAmerican_pct,Hispanic_n,Hispanic_pct,Mexican_n,Mexican_pct,PuertoRican_n,PuertoRican_pct,Cuban_n,Cuban_pct,OtherHispanic_n,OtherHispanic_pct,MENA_n,MENA_pct,Multiracial_n,Multiracial_pct,Hawaiian/Pacific Islander_n,Hawaiian/Pacific Islander_pct,Asian/Pacific Islander (Retired)_n,Asian/Pacific Islander (Retired)_pct,Not Available_n,Not Available_pct
1999-2000,,,,1.0,0.2,520.0,99.2,0.0,0.0,0.0,0.0,3.0,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,501.0,74.1,31.0,4.6,12.0,1.8,1.0,0.1,131.0,19.4,75.0,11.0,42.0,6.0,2.0,0.0,12.0,1.8,,,,,,,,,,
1999-2000,,,,0.0,0.0,480.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,394.0,70.4,38.0,6.8,38.0,6.8,2.0,0.4,88.0,15.7,34.0,6.0,26.0,5.0,7.0,1.0,21.0,3.8,,,,,,,,,,
1999-2000,,,,434.0,25.4,595.0,34.9,194.0,11.4,15.0,0.9,468.0,27.4,200.0,12.0,158.0,9.0,8.0,0.0,102.0,6.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,784.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,340.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,1.0,0.2,610.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,1.0,0.2,414.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,681.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,276.0,65.6,48.0,11.4,3.0,0.7,0.0,0.0,94.0,22.3,72.0,17.0,15.0,4.0,0.0,0.0,7.0,1.7,,,,,,,,,,
1999-2000,,,,2.0,1.6,102.0,82.9,2.0,1.6,0.0,0.0,17.0,13.8,11.0,9.0,2.0,2.0,0.0,0.0,4.0,3.3,,,,,,,,,,
1999-2000,,,,0.0,0.0,621.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,715.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,388.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,43.0,13.9,13.0,4.2,0.0,0.0,3.0,1.0,251.0,81.0,150.0,48.0,81.0,26.0,2.0,1.0,18.0,5.8,,,,,,,,,,
1999-2000,,,,0.0,0.0,459.0,94.1,1.0,0.2,0.0,0.0,28.0,5.7,22.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,,,,,,,,,,
1999-2000,,,,1.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,26.0,96.3,26.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,874.0,99.9,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,,,,,,,,,,
1999-2000,,,,0.0,0.0,641.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,1.0,0.1,1830.0,99.9,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,540.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,960.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,676.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,508.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,1.0,0.5,218.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,1.0,0.1,758.0,99.7,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,157.0,11.5,47.0,3.4,4.0,0.3,2.0,0.1,1160.0,84.7,1104.0,81.0,25.0,2.0,1.0,0.0,30.0,2.2,,,,,,,,,,
1999-2000,,,,309.0,79.0,11.0,2.8,16.0,4.1,0.0,0.0,55.0,14.1,33.0,8.0,13.0,3.0,0.0,0.0,9.0,2.3,,,,,,,,,,
1999-2000,,,,206.0,74.4,14.0,5.1,30.0,10.8,2.0,0.7,25.0,9.0,13.0,5.0,4.0,1.0,1.0,0.0,7.0,2.5,,,,,,,,,,
1999-2000,,,,90.0,33.5,50.0,18.6,49.0,18.2,4.0,1.5,76.0,28.3,36.0,13.0,12.0,4.0,5.0,2.0,23.0,8.6,,,,,,,,,,
1999-2000,,,,397.0,37.2,8.0,0.7,1.0,0.1,2.0,0.2,660.0,61.8,631.0,59.0,22.0,2.0,0.0,0.0,7.0,0.7,,,,,,,,,,
1999-2000,,,,0.0,0.0,736.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,1.0,0.1,735.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,962.0,99.9,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,735.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,625.0,99.8,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,76.0,17.4,7.0,1.6,17.0,3.9,1.0,0.2,336.0,76.9,313.0,72.0,18.0,4.0,0.0,0.0,5.0,1.1,,,,,,,,,,
1999-2000,,,,30.0,8.2,2.0,0.5,12.0,3.3,3.0,0.8,317.0,87.1,282.0,78.0,25.0,7.0,3.0,1.0,7.0,1.9,,,,,,,,,,
1999-2000,,,,0.0,0.0,259.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,241.0,20.7,18.0,1.5,15.0,1.3,0.0,0.0,888.0,76.4,580.0,50.0,244.0,21.0,9.0,1.0,55.0,4.7,,,,,,,,,,
1999-2000,,,,0.0,0.0,615.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,312.0,59.0,40.0,7.6,43.0,8.1,25.0,4.7,109.0,20.6,63.0,12.0,24.0,4.0,3.0,1.0,19.0,3.6,,,,,,,,,,
1999-2000,,,,8.0,0.4,267.0,12.2,1.0,0.0,0.0,0.0,1906.0,87.4,1893.0,87.0,10.0,0.0,0.0,0.0,3.0,0.1,,,,,,,,,,
1999-2000,,,,0.0,0.0,430.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,2.0,0.3,792.0,99.5,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,,,,,,,,,,
1999-2000,,,,1.0,0.2,485.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,450.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,105.0,7.3,651.0,45.1,47.0,3.3,11.0,0.8,629.0,43.6,568.0,39.0,19.0,1.0,1.0,0.0,41.0,2.8,,,,,,,,,,
1999-2000,,,,3.0,0.4,94.0,12.4,0.0,0.0,0.0,0.0,663.0,87.2,649.0,85.0,14.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,558.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,667.0,99.3,0.0,0.0,0.0,0.0,5.0,0.7,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,376.0,25.1,153.0,10.2,16.0,1.1,0.0,0.0,955.0,63.7,547.0,36.0,281.0,19.0,8.0,0.0,119.0,7.9,,,,,,,,,,
1999-2000,,,,0.0,0.0,890.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,2.0,0.2,812.0,99.4,1.0,0.1,0.0,0.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,1.0,0.6,172.0,97.7,1.0,0.6,0.0,0.0,2.0,1.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,107.0,29.6,116.0,32.1,56.0,15.5,11.0,3.0,71.0,19.7,30.0,8.0,27.0,8.0,0.0,0.0,14.0,3.9,,,,,,,,,,
1999-2000,,,,0.0,0.0,601.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,444.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,897.0,93.8,0.0,0.0,0.0,0.0,59.0,6.2,53.0,6.0,1.0,0.0,0.0,0.0,5.0,0.5,,,,,,,,,,
1999-2000,,,,21.0,2.3,107.0,11.8,0.0,0.0,4.0,0.4,773.0,85.4,438.0,48.0,307.0,34.0,6.0,1.0,22.0,2.4,,,,,,,,,,
1999-2000,,,,2.0,1.8,106.0,95.5,0.0,0.0,0.0,0.0,3.0,2.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,129.0,99.2,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,14.0,0.9,801.0,53.9,3.0,0.2,0.0,0.0,667.0,44.9,618.0,42.0,29.0,2.0,0.0,0.0,20.0,1.3,,,,,,,,,,
1999-2000,,,,23.0,2.4,729.0,75.5,18.0,1.9,4.0,0.4,191.0,19.8,175.0,18.0,10.0,1.0,0.0,0.0,6.0,0.6,,,,,,,,,,
1999-2000,,,,113.0,18.6,153.0,25.2,20.0,3.3,0.0,0.0,320.0,52.8,306.0,50.0,10.0,2.0,0.0,0.0,4.0,0.7,,,,,,,,,,
1999-2000,,,,62.0,5.8,12.0,1.1,1.0,0.1,0.0,0.0,992.0,93.0,952.0,89.0,35.0,3.0,0.0,0.0,5.0,0.5,,,,,,,,,,
1999-2000,,,,0.0,0.0,659.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,348.0,81.1,12.0,2.8,20.0,4.7,4.0,0.9,45.0,10.5,29.0,7.0,12.0,3.0,0.0,0.0,4.0,0.9,,,,,,,,,,
1999-2000,,,,7.0,0.6,4.0,0.3,0.0,0.0,0.0,0.0,1258.0,99.1,1235.0,97.0,14.0,1.0,2.0,0.0,7.0,0.6,,,,,,,,,,
1999-2000,,,,0.0,0.0,830.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,3.0,0.5,422.0,69.5,0.0,0.0,3.0,0.5,179.0,29.5,152.0,25.0,14.0,2.0,0.0,0.0,13.0,2.1,,,,,,,,,,
1999-2000,,,,41.0,4.8,22.0,2.6,2.0,0.2,0.0,0.0,781.0,92.3,589.0,70.0,154.0,18.0,3.0,0.0,35.0,4.1,,,,,,,,,,
1999-2000,,,,0.0,0.0,699.0,99.9,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,509.0,99.6,1.0,0.2,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,9.0,1.3,710.0,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,208.0,22.2,195.0,20.8,261.0,27.8,6.0,0.6,268.0,28.6,198.0,21.0,16.0,2.0,7.0,1.0,47.0,5.0,,,,,,,,,,
1999-2000,,,,492.0,54.2,234.0,25.8,0.0,0.0,1.0,0.1,180.0,19.8,161.0,18.0,12.0,1.0,0.0,0.0,7.0,0.8,,,,,,,,,,
1999-2000,,,,6.0,3.1,132.0,68.8,3.0,1.6,0.0,0.0,51.0,26.6,48.0,25.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,752.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,585.0,44.9,16.0,1.2,38.0,2.9,5.0,0.4,659.0,50.6,417.0,32.0,155.0,12.0,14.0,1.0,73.0,5.6,,,,,,,,,,
1999-2000,,,,94.0,16.3,115.0,20.0,22.0,3.8,0.0,0.0,344.0,59.8,276.0,48.0,40.0,7.0,0.0,0.0,28.0,4.9,,,,,,,,,,
1999-2000,,,,1.0,0.3,339.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,115.0,15.3,1.0,0.1,33.0,4.4,1.0,0.1,600.0,80.0,575.0,77.0,17.0,2.0,0.0,0.0,8.0,1.1,,,,,,,,,,
1999-2000,,,,0.0,0.0,672.0,99.9,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,,,,,,,,,,
1999-2000,,,,0.0,0.0,684.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,204.0,51.6,40.0,10.1,0.0,0.0,0.0,0.0,151.0,38.2,137.0,35.0,10.0,2.0,1.0,0.0,3.0,0.8,,,,,,,,,,
1999-2000,,,,151.0,51.2,40.0,13.6,0.0,0.0,0.0,0.0,104.0,35.3,95.0,32.0,5.0,2.0,0.0,0.0,4.0,1.4,,,,,,,,,,
1999-2000,,,,0.0,0.0,444.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,182.0,25.2,184.0,25.5,40.0,5.5,2.0,0.3,313.0,43.4,311.0,43.0,1.0,0.0,0.0,0.0,1.0,0.1,,,,,,,,,,
1999-2000,,,,3.0,0.4,226.0,31.7,480.0,67.3,1.0,0.1,3.0,0.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,447.0,63.8,24.0,3.4,17.0,2.4,4.0,0.6,209.0,29.8,169.0,24.0,31.0,4.0,1.0,0.0,8.0,1.1,,,,,,,,,,
1999-2000,,,,92.0,18.9,148.0,30.3,19.0,3.9,1.0,0.2,228.0,46.7,130.0,27.0,61.0,12.0,4.0,1.0,33.0,6.8,,,,,,,,,,
1999-2000,,,,18.0,1.8,161.0,15.7,5.0,0.5,0.0,0.0,844.0,82.1,816.0,79.0,14.0,1.0,0.0,0.0,14.0,1.4,,,,,,,,,,
1999-2000,,,,2.0,0.3,4.0,0.7,0.0,0.0,0.0,0.0,569.0,99.0,560.0,97.0,6.0,1.0,0.0,0.0,3.0,0.5,,,,,,,,,,
1999-2000,,,,31.0,10.4,27.0,9.1,3.0,1.0,0.0,0.0,237.0,79.5,217.0,73.0,18.0,6.0,2.0,1.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,86.0,8.0,83.0,7.7,19.0,1.8,2.0,0.2,884.0,82.3,670.0,62.0,162.0,15.0,3.0,0.0,49.0,4.6,,,,,,,,,,
1999-2000,,,,0.0,0.0,744.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,2.0,0.2,1259.0,99.4,0.0,0.0,0.0,0.0,5.0,0.4,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,,,,,,,,,,
1999-2000,,,,1.0,0.3,384.0,98.5,0.0,0.0,1.0,0.3,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.3,,,,,,,,,,
1999-2000,,,,0.0,0.0,780.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,2.0,0.3,644.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,12.0,4.3,142.0,50.7,1.0,0.4,0.0,0.0,125.0,44.6,74.0,26.0,42.0,15.0,0.0,0.0,9.0,3.2,,,,,,,,,,
1999-2000,,,,227.0,15.5,48.0,3.3,186.0,12.7,3.0,0.2,1004.0,68.4,740.0,50.0,99.0,7.0,10.0,1.0,155.0,10.6,,,,,,,,,,
1999-2000,,,,214.0,39.3,137.0,25.2,43.0,7.9,2.0,0.4,148.0,27.2,70.0,13.0,28.0,5.0,2.0,0.0,48.0,8.8,,,,,,,,,,
1999-2000,,,,0.0,0.0,757.0,99.7,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,191.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,152.0,13.2,239.0,20.8,293.0,25.5,18.0,1.6,448.0,39.0,367.0,32.0,18.0,2.0,3.0,0.0,60.0,5.2,,,,,,,,,,
1999-2000,,,,271.0,20.0,25.0,1.8,727.0,53.8,1.0,0.1,328.0,24.3,298.0,22.0,10.0,1.0,0.0,0.0,20.0,1.5,,,,,,,,,,
1999-2000,,,,5.0,0.5,913.0,97.6,0.0,0.0,0.0,0.0,17.0,1.8,13.0,1.0,3.0,0.0,0.0,0.0,1.0,0.1,,,,,,,,,,
1999-2000,,,,23.0,2.3,40.0,4.0,0.0,0.0,0.0,0.0,948.0,93.8,916.0,91.0,18.0,2.0,0.0,0.0,14.0,1.4,,,,,,,,,,
1999-2000,,,,1.0,0.2,555.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,838.0,98.8,1.0,0.1,0.0,0.0,9.0,1.1,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.8,,,,,,,,,,
1999-2000,,,,8.0,1.9,413.0,96.3,0.0,0.0,0.0,0.0,8.0,1.9,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,129.0,13.2,33.0,3.4,52.0,5.3,4.0,0.4,759.0,77.7,543.0,56.0,102.0,10.0,6.0,1.0,108.0,11.1,,,,,,,,,,
1999-2000,,,,3.0,0.7,442.0,99.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,1.0,0.2,508.0,98.6,0.0,0.0,0.0,0.0,6.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,,,,,,,,,,
1999-2000,,,,3.0,1.4,144.0,67.9,0.0,0.0,1.0,0.5,64.0,30.2,27.0,13.0,32.0,15.0,2.0,1.0,3.0,1.4,,,,,,,,,,
1999-2000,,,,4.0,0.5,654.0,77.7,0.0,0.0,1.0,0.1,183.0,21.7,170.0,20.0,3.0,0.0,0.0,0.0,10.0,1.2,,,,,,,,,,
1999-2000,,,,0.0,0.0,969.0,99.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,203.0,16.1,63.0,5.0,262.0,20.8,1.0,0.1,733.0,58.1,550.0,44.0,43.0,3.0,4.0,0.0,136.0,10.8,,,,,,,,,,
1999-2000,,,,0.0,0.0,523.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,687.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,585.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,155.0,39.7,72.0,18.5,28.0,7.2,1.0,0.3,134.0,34.4,80.0,20.0,25.0,6.0,2.0,0.0,27.0,6.9,,,,,,,,,,
1999-2000,,,,220.0,28.4,42.0,5.4,69.0,8.9,6.0,0.8,439.0,56.6,414.0,53.0,21.0,3.0,0.0,0.0,4.0,0.5,,,,,,,,,,
1999-2000,,,,0.0,0.0,751.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,1.0,0.1,895.0,90.2,0.0,0.0,0.0,0.0,96.0,9.7,82.0,8.0,3.0,0.0,0.0,0.0,11.0,1.1,,,,,,,,,,
1999-2000,,,,163.0,19.3,682.0,80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,377.0,99.5,0.0,0.0,0.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,278.0,99.6,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,485.0,29.4,247.0,15.0,102.0,6.2,5.0,0.3,813.0,49.2,747.0,45.0,44.0,3.0,3.0,0.0,19.0,1.2,,,,,,,,,,
1999-2000,,,,0.0,0.0,563.0,99.6,0.0,0.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,508.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,114.0,10.5,107.0,9.9,15.0,1.4,0.0,0.0,849.0,78.2,788.0,73.0,50.0,5.0,0.0,0.0,11.0,1.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,1787.0,99.2,0.0,0.0,9.0,0.5,5.0,0.3,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.2,,,,,,,,,,
1999-2000,,,,118.0,18.1,101.0,15.5,11.0,1.7,3.0,0.5,418.0,64.2,173.0,27.0,118.0,18.0,9.0,1.0,118.0,18.1,,,,,,,,,,
1999-2000,,,,13.0,2.4,280.0,51.7,12.0,2.2,0.0,0.0,237.0,43.7,222.0,41.0,13.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,83.0,19.3,6.0,1.4,18.0,4.2,0.0,0.0,324.0,75.2,206.0,48.0,89.0,21.0,2.0,0.0,27.0,6.3,,,,,,,,,,
1999-2000,,,,157.0,28.9,156.0,28.7,79.0,14.5,2.0,0.4,149.0,27.4,0.0,0.0,3.0,1.0,0.0,0.0,146.0,26.9,,,,,,,,,,
1999-2000,,,,0.0,0.0,493.0,98.4,0.0,0.0,0.0,0.0,8.0,1.6,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,,,,,,,,,,
1999-2000,,,,79.0,15.3,32.0,6.2,12.0,2.3,7.0,1.4,387.0,74.9,264.0,51.0,97.0,19.0,5.0,1.0,21.0,4.1,,,,,,,,,,
1999-2000,,,,484.0,47.4,24.0,2.4,319.0,31.2,2.0,0.2,192.0,18.8,98.0,10.0,55.0,5.0,8.0,1.0,31.0,3.0,,,,,,,,,,
1999-2000,,,,34.0,6.2,437.0,79.5,2.0,0.4,1.0,0.2,76.0,13.8,37.0,7.0,28.0,5.0,0.0,0.0,11.0,2.0,,,,,,,,,,
1999-2000,,,,3.0,1.0,273.0,95.1,2.0,0.7,0.0,0.0,9.0,3.1,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,527.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,651.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,0.0,0.0,405.0,99.8,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,,,,,,,,,,
1999-2000,,,,0.0,0.0,457.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
1999-2000,,,,32.0,8.1,162.0,41.0,20.0,5.1,6.0,1.5,175.0,44.3,143.0,36.0,17.0,4.0,1.0,0.0,14.0,3.5,,,,,,,,,,
